step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,24.26,24.24,3,31.31,10.62,72.95,25.06,0.1670,1.04,0.00
0,1,44.77,17.10,6,24.62,13.92,93.61,24.62,0.1868,1.26,0.00
0,2,16.29,33.20,0,27.52,7.34,53.66,27.52,0.2393,1.33,0.00
0,3,38.31,6.43,6,22.83,3.40,33.45,22.83,0.1731,1.47,0.00
0,4,27.20,28.44,4,25.41,8.72,61.57,25.41,0.4715,0.88,0.00
0,5,20.85,38.72,0,20.18,0.32,21.07,20.18,0.1755,1.51,0.00
0,6,21.42,10.89,3,34.41,4.30,37.67,27.54,0.1836,0.58,0.00
0,7,17.39,7.44,1,18.65,4.26,37.50,16.71,0.1114,0.52,0.00
0,8,44.01,13.71,6,10.81,10.31,71.06,10.81,0.0820,1.75,0.00
0,9,14.78,21.91,1,23.84,29.52,196.14,21.36,0.1424,1.01,0.00
0,10,41.95,24.85,6,11.64,24.87,165.33,11.64,0.0883,1.84,0.00
0,11,33.34,28.87,5,12.88,9.03,63.39,12.88,0.1030,0.59,0.00
0,12,11.53,17.35,1,16.34,16.89,112.79,14.63,0.0976,1.52,0.00
0,13,10.51,8.53,1,29.68,7.27,53.28,26.59,0.1772,1.72,0.00
0,14,18.48,8.95,1,22.85,4.20,37.18,20.47,0.1365,1.22,0.00
0,15,26.65,31.35,2,9.39,4.62,39.25,9.39,0.0963,0.52,0.00
0,16,7.84,25.40,0,14.86,13.31,89.78,14.86,0.1293,1.58,0.00
0,17,38.65,7.32,6,8.65,3.88,35.66,8.65,0.0656,1.18,0.00
0,18,13.05,18.70,1,15.59,22.62,150.44,13.96,0.0931,1.75,0.00
0,19,30.07,40.75,5,11.66,-2.94,11.86,11.66,0.0933,1.61,0.00
0,20,19.86,19.28,1,24.70,8.02,57.52,22.12,0.1475,1.84,0.00
0,21,36.89,43.69,5,16.82,-0.93,17.06,16.82,0.1345,1.13,0.00
0,22,20.38,19.60,3,5.52,8.71,61.53,4.42,0.0295,1.88,0.00
0,23,39.34,5.80,6,25.86,3.69,34.80,25.86,0.1962,1.17,0.00
0,24,41.81,36.59,5,18.21,2.83,30.91,18.21,0.1457,1.75,0.00
0,25,8.08,30.21,0,24.99,26.34,175.05,24.99,0.2174,0.91,0.00
0,26,21.25,7.72,3,22.90,2.43,29.19,18.33,0.1222,1.45,0.00
0,27,44.06,40.25,6,12.72,6.05,46.59,12.72,0.0965,1.89,0.00
0,28,28.08,18.56,3,22.00,9.41,65.66,17.61,0.1174,1.70,0.00
0,29,30.42,7.64,3,14.17,-0.16,19.47,11.34,0.0756,1.63,0.00
0,30,20.59,28.54,2,30.94,18.13,120.90,30.94,0.3174,1.96,0.00
0,31,36.53,31.77,5,31.08,6.67,49.96,31.08,0.2486,1.26,0.00
0,32,33.18,35.91,5,6.03,0.76,22.65,6.03,0.0483,1.51,0.00
0,33,24.47,29.06,2,31.61,10.04,69.44,31.61,0.3243,0.76,0.00
0,34,30.94,17.18,4,19.50,13.31,89.77,19.50,0.3619,1.59,0.00
0,35,5.41,42.84,0,27.43,6.35,48.22,27.43,0.2386,1.58,0.00
0,36,43.77,13.41,6,14.71,10.00,69.18,14.71,0.1116,0.93,0.00
0,37,27.32,5.05,3,15.21,0.48,21.64,12.17,0.0812,1.02,0.00
0,38,22.63,23.36,2,25.54,19.59,130.47,25.54,0.2621,1.69,0.00
0,39,38.20,26.09,5,11.78,15.43,103.34,11.78,0.0942,0.62,0.00
0,40,20.97,13.30,3,5.88,5.83,45.46,4.71,0.0314,1.02,0.00
0,41,33.13,32.16,5,16.55,3.79,35.27,16.55,0.1324,0.95,0.00
0,42,33.97,6.97,4,8.97,4.44,38.37,8.97,0.1665,0.52,0.00
0,43,26.91,21.78,3,25.24,11.78,80.12,20.20,0.1347,1.22,0.00
0,44,22.47,16.52,3,10.78,11.52,78.52,8.63,0.0575,0.82,0.00
0,45,11.01,9.40,1,15.81,7.79,56.18,14.16,0.0944,1.58,0.00
1,0,25.34,24.55,4,31.31,7.94,57.03,21.13,0.1409,1.12,0.28
1,1,46.06,16.79,6,24.62,12.96,87.52,19.15,0.1276,1.33,6.05
1,2,17.64,33.66,2,27.52,11.17,76.31,27.52,0.2496,1.43,0.33
1,3,39.70,6.85,6,22.83,4.23,37.33,17.75,0.1183,1.46,0.29
1,4,28.03,28.32,4,25.41,10.00,69.19,17.15,0.1143,0.84,6.14
1,5,22.45,38.80,2,20.18,6.40,48.48,20.18,0.1830,1.60,0.05
1,6,21.94,10.91,1,34.41,1.45,25.21,25.06,0.1671,0.52,0.03
