step,source_ap,dest_ap,weight,interference_dbm,distance
0,0,1,0.0253,-49.83,10.12
0,0,2,0.0000,-46.57,7.88
0,0,3,0.5179,-54.66,14.65
0,0,4,0.0253,-31.65,2.51
0,0,5,0.0000,-47.66,8.57
0,1,0,0.0268,-51.58,10.12
0,1,2,0.0277,-48.80,8.17
0,1,3,0.0277,-45.04,6.13
0,1,4,0.5756,-54.34,12.51
0,1,5,0.0277,-28.66,1.74
0,2,0,0.0000,-50.67,7.88
0,2,1,0.0264,-51.14,8.17
0,2,3,0.0000,-52.52,9.09
0,2,4,0.0257,-52.36,8.98
0,2,5,0.6149,-48.43,6.64
0,3,0,0.5217,-53.92,14.65
0,3,1,0.0251,-42.56,6.13
0,3,2,0.0000,-47.69,9.09
0,3,4,0.0220,-55.60,16.67
0,3,5,0.0000,-43.77,6.72
0,4,0,0.0308,-35.07,2.51
0,4,1,0.6249,-56.01,12.51
0,4,2,0.0298,-51.69,8.98
0,4,3,0.0254,-59.75,16.67
0,4,5,0.0284,-54.21,10.90
0,5,0,0.0000,-54.11,8.57
0,5,1,0.0237,-33.36,1.74
0,5,2,0.5298,-50.78,6.64
0,5,3,0.0000,-50.95,6.72
0,5,4,0.0197,-57.24,10.90
1,0,1,0.0308,-49.83,10.12
1,0,2,0.0000,-46.57,7.88
1,0,3,0.6418,-54.66,14.65
1,0,4,0.0308,-31.65,2.51
1,0,5,0.0000,-47.66,8.57
1,1,0,0.0237,-51.58,10.12
1,1,2,0.0246,-48.80,8.17
1,1,3,0.0246,-45.04,6.13
1,1,4,0.5049,-54.34,12.51
1,1,5,0.0246,-28.66,1.74
1,2,0,0.0000,-50.67,7.88
1,2,1,0.0231,-51.14,8.17
1,2,3,0.0000,-52.52,9.09
1,2,4,0.0225,-52.36,8.98
1,2,5,0.5410,-48.43,6.64
1,3,0,0.5382,-53.92,14.65
1,3,1,0.0258,-42.56,6.13
1,3,2,0.0000,-47.69,9.09
1,3,4,0.0227,-55.60,16.67
1,3,5,0.0000,-43.77,6.72
1,4,0,0.0241,-35.07,2.51
1,4,1,0.4743,-56.01,12.51
1,4,2,0.0232,-51.69,8.98
1,4,3,0.0188,-59.75,16.67
1,4,5,0.0218,-54.21,10.90
1,5,0,0.0000,-54.11,8.57
1,5,1,0.0237,-33.36,1.74
1,5,2,0.5298,-50.78,6.64
1,5,3,0.0000,-50.95,6.72
1,5,4,0.0197,-57.24,10.90
2,0,1,0.0308,-49.83,10.12
2,0,2,0.0000,-46.57,7.88
2,0,3,0.6418,-54.66,14.65
2,0,4,0.0308,-31.65,2.51
2,0,5,0.0000,-47.66,8.57
2,1,0,0.0254,-51.58,10.12
2,1,2,0.0263,-48.80,8.17
2,1,3,0.0263,-45.04,6.13
2,1,4,0.5444,-54.34,12.51
2,1,5,0.0263,-28.66,1.74
2,2,0,0.0000,-50.67,7.88
2,2,1,0.0231,-51.14,8.17
2,2,3,0.0000,-52.52,9.09
