step,client_id,x,y,associated_ap,demand_mbps,sinr_db,max_rate_mbps,throughput_mbps,airtime_fraction,velocity,direction
0,0,35.05,15.34,3,26.44,8.84,62.28,15.94,0.1062,0.69,0.00
0,1,13.20,14.66,5,12.51,34.02,226.02,10.93,0.0729,1.19,0.00
0,2,7.64,7.13,5,29.59,12.46,84.39,25.86,0.1724,1.16,0.00
0,3,33.68,31.27,2,18.03,7.47,54.38,18.03,0.2003,1.69,0.00
0,4,13.29,39.94,4,34.83,18.36,122.37,34.83,0.8138,0.67,0.00
0,5,16.94,15.78,5,33.73,12.20,82.75,29.48,0.1965,1.20,0.00
0,6,32.67,9.26,3,27.42,15.77,105.54,16.52,0.1102,1.42,0.00
0,7,6.23,38.53,4,7.97,22.34,148.60,7.97,0.1862,0.67,0.00
0,8,38.02,10.72,3,34.30,10.37,71.44,20.67,0.1378,1.38,0.00
0,9,24.46,5.48,3,33.58,30.81,204.69,20.23,0.1349,1.21,0.00
0,10,11.03,13.43,5,30.13,23.34,155.20,26.34,0.1756,1.05,0.00
0,11,5.53,8.05,5,18.31,12.05,81.79,16.01,0.1067,1.69,0.00
0,12,35.18,16.14,3,25.51,8.09,57.91,15.37,0.1025,1.15,0.00
0,13,40.53,43.41,2,21.76,12.19,82.66,21.76,0.2417,0.65,0.00
0,14,25.10,20.03,1,22.84,8.01,57.44,22.84,0.4023,0.82,0.00
0,15,25.49,9.33,3,8.31,25.43,169.03,5.01,0.0334,1.05,0.00
0,16,27.85,33.76,2,24.29,10.75,73.74,24.29,0.2698,1.86,0.00
0,17,30.70,23.87,3,5.04,1.08,23.82,3.04,0.0202,0.93,0.00
0,18,29.26,22.99,1,33.93,4.12,36.82,33.93,0.5977,1.49,0.00
0,19,11.92,25.01,5,15.72,4.54,38.84,13.74,0.0916,1.82,0.00
0,20,42.13,28.71,2,15.40,5.31,42.74,15.40,0.1710,0.79,0.00
0,21,11.13,21.60,5,31.61,10.19,70.31,27.63,0.1842,0.93,0.00
0,22,33.54,22.87,3,18.53,2.14,27.97,11.17,0.0744,0.64,0.00
0,23,37.19,26.30,3,18.13,-0.92,17.09,10.30,0.0687,1.02,0.00
0,24,44.91,30.39,2,10.56,5.93,45.94,10.56,0.1173,0.86,0.00
0,25,42.57,15.44,3,10.09,5.75,45.02,6.08,0.0405,0.97,0.00
0,26,44.25,5.88,3,15.19,8.36,59.45,9.15,0.0610,1.76,0.00
0,27,31.01,17.53,3,27.42,7.82,56.35,16.52,0.1102,1.15,0.00
1,0,35.74,15.48,3,26.44,8.42,59.83,23.23,0.1549,0.71,0.20
1,1,14.47,14.87,5,12.51,27.12,180.25,12.51,0.0907,1.29,0.17
1,2,8.88,7.18,5,29.59,12.79,86.47,29.59,0.2146,1.24,0.04
1,3,35.37,31.83,2,18.03,7.72,55.83,18.03,0.1683,1.78,0.32
1,4,13.99,40.09,4,34.83,16.12,107.81,34.83,0.8138,0.71,0.21
1,5,18.02,15.58,1,33.73,16.85,112.55,33.38,0.2225,1.10,6.10
1,6,33.97,8.78,3,27.42,14.66,98.38,24.09,0.1606,1.38,5.93
1,7,6.95,38.65,4,7.97,23.85,158.56,7.97,0.1862,0.73,0.17
1,8,39.46,10.74,3,34.30,9.48,66.09,30.13,0.2009,1.44,0.02
1,9,25.58,5.07,3,33.58,30.83,204.85,29.50,0.1967,1.19,5.94
1,10,12.15,13.41,5,30.13,28.44,188.99,30.13,0.2186,1.12,6.26
1,11,7.26,7.69,5,18.31,12.69,85.83,18.31,0.1328,1.77,6.08
1,12,36.38,15.94,3,25.51,7.78,56.15,22.41,0.1494,1.22,6.12
1,13,41.13,43.57,2,21.76,11.96,81.25,21.76,0.2031,0.63,0.26
1,14,25.88,20.01,1,22.84,7.72,55.78,22.60,0.1507,0.78,6.26
1,15,26.55,9.37,3,8.31,25.01,166.28,7.30,0.0487,1.06,0.04
1,16,29.50,33.07,2,24.29,9.71,67.45,24.29,0.2267,1.79,5.89
1,17,31.63,23.54,1,5.04,3.38,33.34,4.99,0.0333,0.99,5.95
1,18,30.59,22.57,1,33.93,4.22,37.29,33.58,0.2238,1.40,5.98
1,19,13.73,24.53,5,15.72,5.16,41.98,15.72,0.1140,1.88,6.02
1,20,42.83,28.93,2,15.40,5.39,43.16,15.40,0.1437,0.73,0.31
1,21,12.05,21.74,5,31.61,10.09,69.71,31.61,0.2293,0.93,0.14
1,22,34.15,23.06,1,18.53,3.33,33.15,18.34,0.1223,0.63,0.29
1,23,38.13,26.32,2,18.13,3.94,35.95,17.09,0.1596,0.94,0.03
1,24,45.84,30.49,2,10.56,5.90,45.78,10.56,0.0985,0.93,0.10
1,25,43.40,15.78,1,10.09,4.16,37.03,9.98,0.0665,0.90,0.39
1,26,45.90,6.55,3,15.19,7.52,54.64,13.34,0.0890,1.78,0.39
1,27,32.16,17.66,1,27.42,6.57,49.41,27.14,0.1809,1.16,0.11
2,0,36.52,15.58,3,26.44,8.01,57.48,23.23,0.1549,0.79,0.12
2,1,15.75,14.98,5,12.51,17.23,115.01,12.51,0.0907,1.28,0.08
2,2,10.04,6.96,5,29.59,12.65,85.59,29.59,0.2146,1.18,6.10
2,3,37.08,32.20,2,18.03,7.74,55.94,18.03,0.1667,1.75,0.21
2,4,14.58,40.31,4,34.83,14.04,94.42,34.83,0.8138,0.63,0.36
2,5,19.06,15.75,1,33.73,17.26,115.22,33.38,0.2225,1.06,0.17
2,6,35.36,8.74,3,27.42,13.35,89.98,24.09,0.1606,1.39,6.25
2,7,7.56,38.92,4,7.97,24.79,164.80,7.97,0.1862,0.67,0.41
2,8,40.90,10.81,3,34.30,8.67,61.25,30.13,0.2009,1.44,0.04
2,9,26.80,5.07,3,33.58,28.83,191.59,29.50,0.1967,1.22,6.28
2,10,13.28,13.22,5,30.13,35.99,239.09,30.13,0.2186,1.15,6.12
2,11,9.02,7.26,5,18.31,12.87,86.98,18.31,0.1328,1.81,6.04
2,12,37.51,15.48,3,25.51,7.67,55.52,22.41,0.1494,1.22,5.90
2,13,41.68,43.55,2,21.76,11.72,79.76,21.76,0.2012,0.55,6.25
2,14,26.55,20.26,1,22.84,7.22,52.97,22.60,0.1507,0.71,0.35
2,15,27.64,9.16,3,8.31,23.98,159.43,7.30,0.0487,1.11,6.10
2,16,31.21,33.06,2,24.29,9.43,65.76,24.29,0.2245,1.70,6.27
2,17,32.36,23.01,1,5.04,3.62,34.48,4.99,0.0333,0.90,5.65
2,18,31.77,21.70,1,33.93,4.56,38.96,33.58,0.2238,1.46,5.65
2,19,15.53,23.98,5,15.72,5.60,44.22,15.72,0.1140,1.88,5.99
2,20,43.41,29.19,2,15.40,5.50,43.68,15.40,0.1424,0.64,0.43
2,21,12.89,21.67,5,31.61,10.19,70.34,31.61,0.2293,0.84,6.21
2,22,34.62,23.42,1,18.53,3.07,31.97,18.34,0.1223,0.60,0.65
2,23,39.07,26.37,2,18.13,4.03,36.39,18.13,0.1676,0.94,0.05
2,24,46.67,30.28,2,10.56,5.75,45.03,10.56,0.0976,0.86,6.04
